topic,word,n,tf,idf,tf_idf
2,cellar,180,1.98408914821179e-5,0.6931471805599453,1.3752657990625856e-5
2,clstrcolop,180,1.98408914821179e-5,0.6931471805599453,1.3752657990625856e-5
1,nft,174,1.705964807906892e-5,0.6931471805599453,1.1824846967351507e-5
2,fsc,173,1.9069301257813315e-5,0.6931471805599453,1.3217832402101517e-5
2,pmml,167,1.8407938208409385e-5,0.6931471805599453,1.2759410469080655e-5
2,adm.vendas,164,1.807725668370742e-5,0.6931471805599453,1.2530199502570226e-5
2,rinterface,163,1.7967029508806764e-5,0.6931471805599453,1.2453795847066748e-5
2,miktex,162,1.785680233390611e-5,0.6931471805599453,1.2377392191563271e-5
2,makevars,161,1.7746575159005454e-5,0.6931471805599453,1.2300988536059793e-5
2,onload,161,1.7746575159005454e-5,0.6931471805599453,1.2300988536059793e-5
2,charparams,160,1.76363479841048e-5,0.6931471805599453,1.2224584880556317e-5
2,dylib,159,1.7526120809204147e-5,0.6931471805599453,1.214818122505284e-5
1,nzp,154,1.5098768989520768e-5,0.6931471805599453,1.0465669155012254e-5
2,nextline,152,1.675453058489956e-5,0.6931471805599453,1.16133556365285e-5
2,mvs,149,1.6423849060197596e-5,0.6931471805599453,1.1384144670018071e-5
2,crispr,146,1.6093167535495632e-5,0.6931471805599453,1.115493370350764e-5
2,tb.pdsi,146,1.6093167535495632e-5,0.6931471805599453,1.115493370350764e-5
1,discharged,145,1.42163733992241e-5,0.6931471805599453,9.85403913945959e-6
2,engine.evaluate,145,1.5982940360594975e-5,0.6931471805599453,1.1078530048004162e-5
2,makefile,145,1.5982940360594975e-5,0.6931471805599453,1.1078530048004162e-5
2,docker,144,1.5872713185694322e-5,0.6931471805599453,1.1002126392500687e-5
2,bookdown,141,1.5542031660992355e-5,0.6931471805599453,1.0772915425990255e-5
2,homebrew,141,1.5542031660992355e-5,0.6931471805599453,1.0772915425990255e-5
2,gfortran,140,1.54318044860917e-5,0.6931471805599453,1.0696511770486778e-5
2,cranpkg,137,1.5101122961389736e-5,0.6931471805599453,1.0467300803976347e-5
2,asxri,135,1.4880668611588426e-5,0.6931471805599453,1.0314493492969393e-5
2,makeconf,132,1.454998708688646e-5,0.6931471805599453,1.0085282526458962e-5
2,pkgname,131,1.4439759911985805e-5,0.6931471805599453,1.0008878870955485e-5
1,dfrm,128,1.2549626173108171e-5,0.6931471805599453,8.698737998971225e-6
2,dhave,128,1.410907838728384e-5,0.6931471805599453,9.779667904445052e-6
2,radios,127,1.3998851212383185e-5,0.6931471805599453,9.703264248941576e-6
1,aogc,125,1.2255494309675949e-5,0.6931471805599453,8.494861327120337e-6
1,korrelation,125,1.2255494309675949e-5,0.6931471805599453,8.494861327120337e-6
1,wcbp,125,1.2255494309675949e-5,0.6931471805599453,8.494861327120337e-6
2,intercoms,125,1.3778396862581876e-5,0.6931471805599453,9.550456937934623e-6
2,lyx,125,1.3778396862581876e-5,0.6931471805599453,9.550456937934623e-6
2,extralibs,124,1.3668169687681221e-5,0.6931471805599453,9.474053282431147e-6
1,nacl,123,1.2059406400721133e-5,0.6931471805599453,8.35894354588641e-6
2,motaze,122,1.344771533787991e-5,0.6931471805599453,9.321245971424192e-6
1,metoh,120,1.176527453728891e-5,0.6931471805599453,8.155066874035524e-6
2,mvita,120,1.32272609880786e-5,0.6931471805599453,9.168438660417238e-6
1,onlarkonusurakpartiyapar,117,1.1471142673856688e-5,0.6931471805599453,7.951190202184635e-6
2,navbar,117,1.2896579463376635e-5,0.6931471805599453,8.939227693906807e-6
1,orpha,116,1.1373098719379279e-5,0.6931471805599453,7.883231311567672e-6
2,fopenmp,113,1.2455670763774016e-5,0.6931471805599453,8.6336130718929e-6
2,dosmp,112,1.2345443588873361e-5,0.6931471805599453,8.557209416389423e-6
2,precbits,110,1.212498923907205e-5,0.6931471805599453,8.404402105382468e-6
1,lapsed,108,1.058874708356002e-5,0.6931471805599453,7.3395601866319715e-6
2,cplex,107,1.1794307714370085e-5,0.6931471805599453,8.175191138872037e-6
2,iext,106,1.168408053946943e-5,0.6931471805599453,8.098787483368561e-6
1,bkt,105,1.0294615220127797e-5,0.6931471805599453,7.135683514781083e-6
1,saskatchewan,105,1.0294615220127797e-5,0.6931471805599453,7.135683514781083e-6
2,libcurl,105,1.1573853364568775e-5,0.6931471805599453,8.022383827865083e-6
2,nyali,105,1.1573853364568775e-5,0.6931471805599453,8.022383827865083e-6
1,modeloutcome,103,1.0098527311172982e-5,0.6931471805599453,6.9997657335471574e-6
2,krack,103,1.1353399014767465e-5,0.6931471805599453,7.869576516858128e-6
2,openmp,103,1.1353399014767465e-5,0.6931471805599453,7.869576516858128e-6
2,dvex,100,1.1022717490065501e-5,0.6931471805599453,7.640365550347699e-6
2,fit.curve,100,1.1022717490065501e-5,0.6931471805599453,7.640365550347699e-6
2,input.deadno,100,1.1022717490065501e-5,0.6931471805599453,7.640365550347699e-6
2,mathjax,100,1.1022717490065501e-5,0.6931471805599453,7.640365550347699e-6
2,fib,99,1.0912490315164846e-5,0.6931471805599453,7.563961894844222e-6
2,pfs,99,1.0912490315164846e-5,0.6931471805599453,7.563961894844222e-6
2,tiposa,99,1.0912490315164846e-5,0.6931471805599453,7.563961894844222e-6
2,tiposb,99,1.0912490315164846e-5,0.6931471805599453,7.563961894844222e-6
2,vrpairlocation,99,1.0912490315164846e-5,0.6931471805599453,7.563961894844222e-6
1,ercc,98,9.608307538785943e-6,0.6931471805599453,6.659971280462343e-6
2,bibliography,98,1.0802263140264191e-5,0.6931471805599453,7.487558239340744e-6
2,rcppexports.cpp,98,1.0802263140264191e-5,0.6931471805599453,7.487558239340744e-6
2,onclick,97,1.0692035965363536e-5,0.6931471805599453,7.411154583837268e-6
2,api.twitter.com,95,1.0471581615562225e-5,0.6931471805599453,7.258347272830313e-6
2,ca.utf,95,1.0471581615562225e-5,0.6931471805599453,7.258347272830313e-6
2,noncrispr,95,1.0471581615562225e-5,0.6931471805599453,7.258347272830313e-6
2,rpath,95,1.0471581615562225e-5,0.6931471805599453,7.258347272830313e-6
2,ldflags,94,1.036135444066157e-5,0.6931471805599453,7.181943617326836e-6
2,libr.so,94,1.036135444066157e-5,0.6931471805599453,7.181943617326836e-6
2,sexprec,94,1.036135444066157e-5,0.6931471805599453,7.181943617326836e-6
2,darts,93,1.0251127265760915e-5,0.6931471805599453,7.10553996182336e-6
2,rhandsontable,93,1.0251127265760915e-5,0.6931471805599453,7.10553996182336e-6
2,southbound,93,1.0251127265760915e-5,0.6931471805599453,7.10553996182336e-6
2,webelem,93,1.0251127265760915e-5,0.6931471805599453,7.10553996182336e-6
2,endl,92,1.014090009086026e-5,0.6931471805599453,7.029136306319882e-6
2,rmpi,92,1.014090009086026e-5,0.6931471805599453,7.029136306319882e-6
2,vocab,92,1.014090009086026e-5,0.6931471805599453,7.029136306319882e-6
1,xs:element,91,8.921999857444091e-6,0.6931471805599453,6.184259046143605e-6
1,murg,90,8.823955902966682e-6,0.6931471805599453,6.116300155526642e-6
2,config.status,90,9.92044574105895e-6,0.6931471805599453,6.876328995312928e-6
2,cppflags,90,9.92044574105895e-6,0.6931471805599453,6.876328995312928e-6
2,muginge,90,9.92044574105895e-6,0.6931471805599453,6.876328995312928e-6
2,predictorname,89,9.810218566158295e-6,0.6931471805599453,6.799925339809451e-6
2,tbrown,89,9.810218566158295e-6,0.6931471805599453,6.799925339809451e-6
1,widerawdf,88,8.627867994011867e-6,0.6931471805599453,5.980382374292716e-6
1,electrification,86,8.431780085057053e-6,0.6931471805599453,5.844464593058792e-6
1,imgtype,85,8.333736130579644e-6,0.6931471805599453,5.776505702441829e-6
1,t.res,84,8.235692176102237e-6,0.6931471805599453,5.708546811824866e-6
1,pulsed,83,8.13764822162483e-6,0.6931471805599453,5.640587921207904e-6
1,kukri,81,7.941560312670014e-6,0.6931471805599453,5.504670139973978e-6
1,neymar,80,7.843516358192607e-6,0.6931471805599453,5.4367112493570155e-6
1,storico,80,7.843516358192607e-6,0.6931471805599453,5.4367112493570155e-6
1,lr.p,77,7.549384494760384e-6,0.6931471805599453,5.232834577506127e-6
1,ogretmenemayistamujdehazirandaatama,77,7.549384494760384e-6,0.6931471805599453,5.232834577506127e-6
1,onfield,77,7.549384494760384e-6,0.6931471805599453,5.232834577506127e-6
1,pogba,77,7.549384494760384e-6,0.6931471805599453,5.232834577506127e-6
1,sacks,77,7.549384494760384e-6,0.6931471805599453,5.232834577506127e-6
1,mudstone,76,7.451340540282976e-6,0.6931471805599453,5.164875686889164e-6
1,rawpressure,76,7.451340540282976e-6,0.6931471805599453,5.164875686889164e-6
1,ronaldo,76,7.451340540282976e-6,0.6931471805599453,5.164875686889164e-6
1,sophomore,76,7.451340540282976e-6,0.6931471805599453,5.164875686889164e-6
1,trsp,75,7.353296585805569e-6,0.6931471805599453,5.096916796272202e-6
1,suarez,74,7.255252631328161e-6,0.6931471805599453,5.028957905655239e-6
1,fys,71,6.961120767895939e-6,0.6931471805599453,4.8250812338043516e-6
1,glbrad,71,6.961120767895939e-6,0.6931471805599453,4.8250812338043516e-6
1,adelophryne,70,6.863076813418531e-6,0.6931471805599453,4.757122343187388e-6
1,byselection,70,6.863076813418531e-6,0.6931471805599453,4.757122343187388e-6
1,csum,70,6.863076813418531e-6,0.6931471805599453,4.757122343187388e-6
1,kand,70,6.863076813418531e-6,0.6931471805599453,4.757122343187388e-6
1,samd,70,6.863076813418531e-6,0.6931471805599453,4.757122343187388e-6
1,slx,70,6.863076813418531e-6,0.6931471805599453,4.757122343187388e-6
1,dw.p,69,6.765032858941123e-6,0.6931471805599453,4.689163452570426e-6
1,pass.theo,69,6.765032858941123e-6,0.6931471805599453,4.689163452570426e-6
1,up.p,69,6.765032858941123e-6,0.6931471805599453,4.689163452570426e-6
1,akp,68,6.666988904463716e-6,0.6931471805599453,4.621204561953463e-6
1,leftpos,68,6.666988904463716e-6,0.6931471805599453,4.621204561953463e-6
1,tumour,68,6.666988904463716e-6,0.6931471805599453,4.621204561953463e-6
1,viit,68,6.666988904463716e-6,0.6931471805599453,4.621204561953463e-6
1,amr,67,6.568944949986308e-6,0.6931471805599453,4.5532456713365e-6
1,mhp,67,6.568944949986308e-6,0.6931471805599453,4.5532456713365e-6
1,nonchilled,67,6.568944949986308e-6,0.6931471805599453,4.5532456713365e-6
1,nxo,67,6.568944949986308e-6,0.6931471805599453,4.5532456713365e-6
1,c.aus,66,6.4709009955089004e-6,0.6931471805599453,4.4852867807195375e-6
1,klm,66,6.4709009955089004e-6,0.6931471805599453,4.4852867807195375e-6
1,sandstone,66,6.4709009955089004e-6,0.6931471805599453,4.4852867807195375e-6
1,sponsorship,66,6.4709009955089004e-6,0.6931471805599453,4.4852867807195375e-6
1,csahs,64,6.274813086554086e-6,0.6931471805599453,4.3493689994856126e-6
1,incfi,63,6.176769132076678e-6,0.6931471805599453,4.281410108868649e-6
1,långed,63,6.176769132076678e-6,0.6931471805599453,4.281410108868649e-6
1,lognormsddivby,63,6.176769132076678e-6,0.6931471805599453,4.281410108868649e-6
1,xs:enumeration,63,6.176769132076678e-6,0.6931471805599453,4.281410108868649e-6
1,bday,62,6.07872517759927e-6,0.6931471805599453,4.213451218251687e-6
1,df.i,62,6.07872517759927e-6,0.6931471805599453,4.213451218251687e-6
1,excalibur,62,6.07872517759927e-6,0.6931471805599453,4.213451218251687e-6
1,pipas,62,6.07872517759927e-6,0.6931471805599453,4.213451218251687e-6
1,amravati,61,5.980681223121863e-6,0.6931471805599453,4.145492327634724e-6
1,cassia,61,5.980681223121863e-6,0.6931471805599453,4.145492327634724e-6
1,handwashing,61,5.980681223121863e-6,0.6931471805599453,4.145492327634724e-6
1,hedgnav,61,5.980681223121863e-6,0.6931471805599453,4.145492327634724e-6
1,omxn,61,5.980681223121863e-6,0.6931471805599453,4.145492327634724e-6
1,simea,61,5.980681223121863e-6,0.6931471805599453,4.145492327634724e-6
1,spst,61,5.980681223121863e-6,0.6931471805599453,4.145492327634724e-6
1,yvalue,61,5.980681223121863e-6,0.6931471805599453,4.145492327634724e-6
1,dataitem,60,5.882637268644455e-6,0.6931471805599453,4.077533437017762e-6
1,tkt,60,5.882637268644455e-6,0.6931471805599453,4.077533437017762e-6
1,data.country,59,5.784593314167047e-6,0.6931471805599453,4.0095745464007985e-6
1,southfox,59,5.784593314167047e-6,0.6931471805599453,4.0095745464007985e-6
1,dvh,58,5.6865493596896395e-6,0.6931471805599453,3.941615655783836e-6
1,wyb,57,5.5885054052122325e-6,0.6931471805599453,3.873656765166874e-6
1,brendan,56,5.490461450734825e-6,0.6931471805599453,3.8056978745499107e-6
1,isocline,56,5.490461450734825e-6,0.6931471805599453,3.8056978745499107e-6
1,tdurum,56,5.490461450734825e-6,0.6931471805599453,3.8056978745499107e-6
1,intraverbal,55,5.392417496257417e-6,0.6931471805599453,3.737738983932948e-6
1,locationa,55,5.392417496257417e-6,0.6931471805599453,3.737738983932948e-6
1,billingsfors,54,5.29437354178001e-6,0.6931471805599453,3.6697800933159857e-6
1,mypanelbmin,54,5.29437354178001e-6,0.6931471805599453,3.6697800933159857e-6
1,orderarr,54,5.29437354178001e-6,0.6931471805599453,3.6697800933159857e-6
1,آباد,52,5.098285632825194e-6,0.6931471805599453,3.53386231208206e-6
1,objectwidth,52,5.098285632825194e-6,0.6931471805599453,3.53386231208206e-6
1,typefk,52,5.098285632825194e-6,0.6931471805599453,3.53386231208206e-6
